Document,true_label,predicted_label,confidence,correct
unable to approve requests properly due to error approval reply has failed to be processed by our system sent monday hello could you please check issue reported below advise thank you analyst sent monday re hi yes still happening nobody ever contacted would be better for them contact instead going through forward another example today regards manager relationship manager wrote hello writing you with respect issue you logged with about being able approve requests due getting error message would you please advise whether still issue for you colleagues believe should be resolved or give call cite reference number we take there thank you have lovely best regards analyst one largest multimedia publishers with award winning portfolio brands important notice including any attachments meant only for intended recipient also contain confidential privileged information if you intended recipient any reliance use disclosure or copying or attachments strictly prohibited please notify immediately by if you have received message by mistake delete attachments any views or opinions solely those author necessarily represent those or companies hereinafter referred tm tm accept liability for content or for consequences any actions taken basis information provided unless information subsequently confirmed writing although every reasonable effort made keep free viruses tm accept liability for any virus transmitted by or any attachments recipient should use up date virus checking software or address be subject interception or monitoring for operational reasons or for lawful practices parent companies registered with address one canada square canary wharf,Hardware,Miscellaneous,0.9987680315971376,False
new managed services creation creation hello create decent name approver profile,Access,Miscellaneous,0.9987112283706664,False
  friday march pm hi back cover has reason keeps displaying her under her old location please create handle he thanks thank administrator phone,Hardware,Purchase,0.9985612034797668,False
shutdown server during out of hours and replace ram multiple polls down multiple assets dear please initiate incident assign check if we have spare shutdown server during out hours check replace defect thanks sent thursday re multiple polls down multiple assets hello please be advised we had same issue last monday there problem with random access memory last events server multi bit memory errors detected memory device location cpu machine check detected perform cycle host polls have recovered polls proceeding with ticket closure best regards senior engineer en please consider environment you really need print sent thursday multiple polls down multiple assets hello please be advised above referenced ticket logged assigned your queue for below polls testing down could you kindly assist thank you kind regards analyst en ext,Miscellaneous,Hardware,0.9985429048538208,False
windows upgrade error update error hi you maybe you happen know proper information thank you sent friday update error hi when try update get following error you know reason thank you,HR Support,Administrative rights,0.9985384941101074,False
upgrade server to ram upgrade dear please initiate upgrade has approved by thanks senior consultant,Hardware,Administrative rights,0.9984867572784424,False
mail boxes boxes hi currently receiving these boxes closed traffic has diminished significantly monitor receipts leave saying recipient has left best chief officer,Storage,Hardware,0.9984619617462158,False
part time working code approval query wednesday action required entries hi guys please thanks tuesday pm fwd action required entries hi part working code due drop off thanks date action required entries task application take action links actions approve reject entries details assignee assigned date task number recommended actions entries card details card period status submitted card comments reported type code location task details absences location details days comments totals mon wed sat stop stop stop stop stop stop stop cost regular germany bench bench cost regular part working out due part working cost regular public holiday leave germany public holiday leave daily totals calculated type code location task details absences location details days comments totals mon wed sat stop stop stop stop stop stop stop cost regular germany bench bench cost regular part working out due part working cost regular public holiday leave germany public holiday leave daily totals related links comments display,HR Support,Miscellaneous,0.9983543157577516,False
idea is no longer working sent monday october idea longer working hi could you please investigate why license for idea longer working please following below users experiencing same issue kind regards engineer,Hardware,Access,0.998353123664856,False
re additional for re additional please log assign please thank october additional hi identified additional allowed configuration attached has raised far also make actions were involved initial setup effort shall coordinated thanks,Hardware,Internal Project,0.9983530044555664,False
set pm for oracle pas thursday pm please help setup code dear starting please add please create confluence user please add except code thank best regards agile next annual leave july,Internal Project,Access,0.998271942138672,False
change this bid manager thursday pm re appointed bid opportunity va digital automation phase hi variation has bid attached maybe initial had bid he received change bid contract id thanks officer thursday re appointed bid opportunity va digital automation phase hi opportunity thanks re appointed bid opportunity va digital automation phase bid work package please change whomever advises thanks appointed bid opportunity va digital automation phase hello appointed bid va digital automation phase order view opportunity add forecast please link opportunity id wish view opportunities which bid etc cd thank,Internal Project,Miscellaneous,0.9981722831726074,False
window reinstallation window reinstallation hello wanted reinstalled machine after upgrade had issues issue resolved thank,Hardware,Administrative rights,0.9981585144996644,False
dial codes dial codes hi having trouble finding dial details provide conf participation code thanks north,Hardware,Internal Project,0.9978538155555724,False
the same document on opens two different versions hello everyone version thank you much guys have hello good users latest version document could you check if you can latest changes best regards engineer en hello regarding problem with documents library enabled feature when someone edits documents approval starts until owner approve change other users latest version document documents process approval marked draft ones order for users changes owner must publish documents version if you need more assistance regarding matter hesitate contact best regards engineer en sent wednesday march migration hello please open ticket why we seeing same document differently thank you manager sent march re migration yes we looking same line know what wrong there thanks sent wednesday march re migration hi checked links appears be written there we looking same line excel thank you manager sent march re migration hi again reason previous because by version link attach you sent different names for owners above os maybe you have updated version yourself or cannot because or something sorry if bothering you sent wednesday march re migration hello worries always help latest version can be found here thank you manager sent march re migration sorry have old version catalogue thank you need ask you one more favor can you send updated version catalogue thank you again sent wednesday march re migration hi added him thread over you thank you manager sent march re migration greetings we re process migrating content legacy you listed contact person for catalogue can you please advise how proceed with moving our content your there any or something we can use job best regards have,Hardware,Miscellaneous,0.9978424310684204,False
access to wednesday pm denied importance high hi cannot user user directory update please problem asap equal thanks test lead,Hardware,Access,0.9977239966392516,False
remove users from pm cab application re app cab agenda hello please cab application please add owner added thank pm app cab agenda hello please find agenda today cab application staging deploy patch update sp kb failed none thanks,Hardware,Miscellaneous,0.9976696372032166,False
add somebody to add somebody hi kindly ask add billing billing thanks best regards,Access,Miscellaneous,0.9976580142974854,False
set up new windows pc set up pc,Access,Administrative rights,0.9975680708885192,False
delete outlook bookings for leaver wednesday bookings hi please delete bookings calendar done by she left cancel meeting room bookings thanks senior,Hardware,Administrative rights,0.9974964261054992,False
career development system provide access for november pm provide hello please provide currently displayed while accessing explorer chrome cleared cookies active please administrator more help allowed sign out thank senior tester,HR Support,Hardware,0.9974877834320068,False
users are unable to create meetings via outlook unable create meeting hello able create meeting getting error shown screen below thanks for your assistance kind regards fusion,Hardware,Administrative rights,0.9974619150161744,False
transfer data from leased to new transfer data leased,Storage,HR Support,0.9973303079605104,False
recurrent issue proxy automatically set up by domain policy network we updated proxy being set up automatically by domain policy hi received info ticket was resolved however engineers still have same issue proxy automatically set up their machines after each could you please reopen issue regards sent we updated proxy being set up automatically by domain policy ticket resolved fellow we think below query logged for you resolved we we did well your ticket details ticket reference summary proxy being set up automatically by domain policy description proxy being automatically set up almost each production machine by domain controller happens each when logs computer number times during turning out manually option run significantly hinder each employee their work since proxy blocks access any needed resources resolution was configured for avoid overlapping issues good know if you with provided resolution there need for response however should issue persist recur or was resolved please contact we our best provide assistance matter here how you can contact how we your ticket how we warm regards ext ref msg,Hardware,Miscellaneous,0.9969428181648254,False
mailing lists not expanding outlook sent monday november mailing lists expanding hi get error when trying expand mailing list attached please note error manifesting since last week thank you senior manager,Storage,Administrative rights,0.9968844056129456,False
reject oracle time card for period tuesday pm reject card period dear please reject card period displayed did receive card did tried reject encountered errors thus nobody reject card thanks analyst,Access,HR Support,0.9966804385185242,False
oracle database no access further on database access further dear sir madame point you can enter id password can access database via one con issue still ongoing side please check again thank you en with kind regards senior consultant frankfurt main frankfurt main notification fusion post upgrade issues resolved hello everyone please be advised previously reported issues related work schedule fixed you should be able submit your timecards if you were experience further issues please hesitate contact kind regards ext sent monday notification fusion post upgrade issues importance high hello everyone please be advised following fusion upgrade release some you experiencing errors related logging into application timecard work schedule we currently working resolve these issues we update you any relevant information available we apologize for any have caused thank you for your understanding kind regards ext,Hardware,Administrative rights,0.9965305924415588,False
oracle access request tuesday hi please help authentication user pass working regards,Hardware,Access,0.9963195323944092,False
new grades to be created grades created hi please create grades let once done approve thank,Access,Miscellaneous,0.9962579011917114,False
complaint ticket triggered erroneously sent wednesday february low satisfaction score for height adjustable monitor hello confirmed with scores below should have triggered complaint therefore please investigate or escalate if required please contact myself or for any further details depending their nature if questions related how complaints should be triggered would be most entitled information thank you best regards leader ext sent thursday low satisfaction score for height adjustable monitor please be advised height adjustable monitor one or more low satisfaction scores should be treated complaint score details overall satisfaction with provided by ability understand issue having repeat information about issue communication steps required for resolution taken by solve your issue effectively what influenced you give these markings communication steps required for resolution because was told needed create without any further details about but thing was quickly resolved by follow up after was told by item being worked overall very very satisfied thank you please initiate complaint ticket for follow customer feedback handling process ref msg,Miscellaneous,Hardware,0.9962390661239624,False
create new owners com wednesday february pm re owners importance high never mailbox please delete mailbox follow initial thank officer february re owners hello please advised created mentioned shared mailbox per instructions kindly note took setting owners mailbox owners owners please note process take until add profile please attached file additional information issues changes please remedy kind regards analyst ext hub friday february pm re owners hello please create named owners thank kind regards analyst wednesday february owners hi advised possible create approvers each confirmation by default please create owners include also add needed main location apply anywhere please further information thank officer wants documentation hello owners please approve contribute also require demand looking forward hearing thanks kind regards analyst ext hub pm wants documentation responsible testing candidates allocation shared excel file opened positions please approved by deliver by accept decline,Miscellaneous,Storage,0.9961786270141602,False
network issues issues,Hardware,Administrative rights,0.995900571346283,False
icon question pm pm regarding lock icons files pm minute call pm hey pm call pm pm se pare ca pot cine si complaints ca good dam merge pm ca pm si pm good pot pm eventual si ca known issue ca se thanks pm pm pm si pm la weekend fain pm pm regarding lock icons files pm minute call pm hey pm call wednesday re icon question hello please about regards discipline lead wednesday re icon question hi keep noticing everywhere instance location icon appeared after replaced old version app saved same happens throughout site owner thanks leader wednesday re icon question hello please location where locked best regards engineer tuesday pm icon question hi guys requires please let lock means certain thanks leader,Access,Hardware,0.995705783367157,False
bamboo bamboo hi please log queue weeks bamboo setup builds deployed contain updated even seems code merged successfully packaged without errors application needed provide more details about issue encountered thank,Hardware,Internal Project,0.995405912399292,False
access to the resources wednesday please hello please his resources also configured configured wired by out networking members by created wireless reservation his machine his reserved thanks kindest regards engineer re hello please starting morning having problems connecting cable attached wireless adapter cannot thanks senior developer tuesday pm hello glad let granted requested please kind test let results thanks kindest regards engineer hello please find queue thank analyst ext hub friday pm hi please required within nexus nexus confluence confluence wireless also require thru cable has thanks senior developer,Hardware,Access,0.9952332377433776,False
external delivery to fails sent thursday november hi groups below have created but we have trouble using them outside client receiving errors when trying send groups below can you help with issue please regards senior tester sent thursday november re hi think we need list we already have similar groups for our groups should be similar type these two thanks senior tester sent thursday november hi order proceed with your request we need few more details there two types groups shared mailbox added additional mailbox under one personal mailbox come separate mailbox only list users added client can send come personal mailbox members included list could you please let know above options you need thank you analyst ext hub sent thursday november sa existent si sa care sa care sa test care sa care sa integration care sa sa ne senior tester,Hardware,Storage,0.9948506951332092,False
wrong account details outlook sent thursday october wrong details hello guys please note there problem with details job title location could you please correct information displayed with following details title safety officer location center thank you for help provided best regards safety officer,Miscellaneous,Administrative rights,0.9948443174362184,False
report generated for maternity leaver after the leave date sent thursday november please action direct reports hi can you please help with something maternity leave left be able fill data can you please make correction or redirect someone can help with thank you head sent thursday november please action direct reports dear manager part established processes each required submit his weekly basis each friday for past week must be submitted for approval you receiving because some your direct reports haven followed process please help cascade accordingly gets possible below breakdown your direct reports manager country for for date total days,Miscellaneous,HR Support,0.9947691559791564,False
oracle fusion app failed sent thursday march cursor issue cursor laptop seems have tracking problem vibrates moves own volition across screen conference today but would like someone look probably need grab someone today sort addition could someone send instructions how rectify issue with thru fusion app tells failed need check server name name password best chief officer,Administrative rights,Hardware,0.9944308400154114,False
access to mailbox mailbox hello please disable forwarding mailbox disable his required anymore thank regards leader,HR Support,Storage,0.9943912625312804,False
connect devices to switch on th floor thursday october pm connect devices switch floor hello please log connecting ports comes thank great engineer ext october re connect devices switch floor hi these ports floor thank october re connect devices switch floor hi about connecting assets dedicated switch because these devices cannot connected directly switch connect other users please write best regards senior engineer thursday october re connect devices switch floor hi thanks lot helping kindly ask also allow user his also user requested his allowed status also please verify user has thank phone wrote hi yesterday according moved switch floor floor today help connect devices specified switch floor best regards senior engineer,HR Support,Hardware,0.9943519830703736,False
new project request march pm hello please help setting called contain add hopper zephyr also please setup create sprints add items plan show client whom think possible asap thank senior tester,Miscellaneous,Internal Project,0.9942956566810608,False
add as expense approver for the account wednesday july pm re permission client also please add expense approver moment thank wednesday july pm re permission client hello please informed successfully granted requested further assistance hesitate kind regards engineer july permission client hi please provide client permissions level picture picking role thank kind regards,Access,Miscellaneous,0.99428790807724,False
reset password for external contact friday site requesting links site manage setting site cannot environment after user note site site site provides central storage collaboration information ideas site tool collaboration tool communication meeting tool decision making site helps groups work teams social groups share information work together example site help coordinate calendars schedules discuss ideas review proposals share information keep touch other sites dynamic interactive members site contribute own ideas content well comment contribute other information confidential legally privileged intended solely addressee opinions expressed mine necessarily represent opinions susceptible interference intended recipient disclosure copying action taken omitted,Access,Hardware,0.994151532649994,False
access the hello purchase requisitions area entities thank sector specialist,HR Support,Purchase,0.9941228032112122,False
backpacks request for interns backpacks interns hi guys backpacks interns tower possible because often meetings which held building interns top priority thanks tester,Hardware,HR Support,0.994080364704132,False
issues accessing his outlook confluence had issues accessing his confluence can access his machine with his domain password but locked out other applications have reset his password can access them end please note win know if relevant or his seems fine saw issues when attempts log into another computer gets same result,Access,Administrative rights,0.99397873878479,False
returning employee access card needed re returning hello please card enabling assign queue thank engineer ext re returning hi confirmed equipment active he continue his work thing remains card which needs activated let fill form forward activate card without regards head ext wednesday pm returning dear kindly advise updates regarding attached threads expect starter form order close leaver tickets amendments made looking forward hearing thank much kind regards analyst ext hub tuesday pm returning hi visible ad active added several groups happened yesterday find please let intervention best regards analyst ext hub pm re returning hi please refer attached thread regards pm returning hi given please advise return tickets logged his date nor advising about his existent ad moment best regards analyst ext hub returning hello has left decided return he noticed he log his machine because his has expired please re enable his ad user other assigned accounts thank engineer ext,Access,HR Support,0.9939537644386292,False
unable to delete the documents unable delete documents hi dear could you please log ticket for thanks sent wednesday november unable delete documents hi face same issue with bellow document opportunity id help officer sent wednesday november unable delete documents hi could you please investigate why unable delete contract although contract initial draft stage contract id ca your prompt be highly appreciated officer,Hardware,Miscellaneous,0.9938236474990844,False
can read encrypted internal hi ask relevant outbox earlier today subject re configured tags properties checked encrypt contents attachments arrived presumably automatically decrypted him question content attachments were attachments particular actual content sensitive testing because about understand content left outbox easily find how content appears administrator interested results too kind regards information compliance officer extension,Storage,Hardware,0.9933503270149232,False
server issues server issues dear please log ticket with appropriate if issue or server issue either or assist with build problems we facing issues follows whenever we need build machine work if machine still ad but ad know we need remove them but unless we remove them ad well work build also work try if we try use full install option wizard fail during loading screen after you select version you want install get second part wizard one where you get select etc restart before order rebuild machine we need use naked install only afterwards full install work available for any questions issue feel free contact for any clarifications thank you kind regards engineer en,Hardware,Administrative rights,0.993043839931488,False
upgrade ram and cpu for a machine friday upgrade cpu machine importance high hi teams machine based raised several times concern machine needs updated cpu serve needs developments struggled lately understand upgrade several machines kindly ask machine also upgrade number machine please let actions take order approved due thank,Hardware,Administrative rights,0.992703914642334,False
cable cat cat va pc,Hardware,Purchase,0.9925456643104552,False
problems after changing the domain password problems after changing domain password dear today have changed domain password but getting authentication form for meeting room have tried multiple times enter credentials form but again again removed credentials credential manager but help wanted find article one but again cannot could you please help with thanks consultant,Access,Hardware,0.9924431443214417,False
request for quote project tuesday november pm quote hi please log bellow thank administrator october pm quote dear please provide quote items thank regards infrastructure ext,Purchase,Internal Project,0.9914173483848572,False
new starter access card enabling bucharest friday pm se va va ne si el va va la specialist blvd floor district,Access,HR Support,0.9913697242736816,False
new starter please assign license,HR Support,Access,0.9912092685699464,False
internal audit forbidden software en sent monday forbidden software hi have checked report with forbidden software generated please find report here looks like there still some colleagues having games or based file sharing file store clients installed assets can you please send another reminder ask them remove these forbidden applications thanks,Hardware,Administrative rights,0.9910851120948792,False
please add to to integrated planning thursday pm integrated planning hello got today did hunch thanks thursday pm integrated planning dear doing well contacting regarding upcoming integrated planning which scheduled amsterdam please find attached event agenda great combination experts over sharing views interactive study presentations workshop panel discussions key topics discussed reassessing role organizations how push process continuous improvement big enhance demand driven forecasting planning journey towards maturity predictive how planning take advantage more panels comprised senior professionals several years experience manufacturing prestigious companies more event link parity sop integrated planning currently running bird discount event price valid until friday questions feel free directly otherwise expecting professional feedback colleagues amsterdam best regards coordinator corporate parity parity,Storage,Hardware,0.9909403324127196,False
new request ms its snow support pm re hi part include yet take care once she begins name please snow thanks re hello thank idea definitely wish part believe well perhaps add too since she involved processes also perhaps more oriented name chosen make comply best practices naming convention concerns fine thank best regards leader ext pm hello awesome please create called snow ladies containing users please let part well best regards analyst community builder ext hub,Hardware,Miscellaneous,0.9908526539802552,False
unable to create meeting add account outlook unable create meeting add for,Hardware,Administrative rights,0.9908134341239928,False
issue sent friday october re issue hello would like be added groups employees added regularly line manager thank you sent thursday october re issue hello thank you for writing regarding below before we can log request process further please advise exactly lists shared mailboxes you need be added attached you line written approval best regards analyst community builder ext hub sent thursday october issue hello employee contract started th october observed colleagues receive lot usually receive anything talking about or individual mean represent interest for everyone think haven added some if possible appreciate be added be updated with information thank you,Hardware,Miscellaneous,0.9907972812652588,False
is not starting up starting up,Hardware,Administrative rights,0.99079167842865,False
new client into network client hello writing order arrived client by please find addresses thank best regards tester,Access,Hardware,0.9898896217346193,False
now account chow chow,Miscellaneous,Access,0.9897088408470154,False
set up periodic tickets for periodic tickets hello schedule every st every months tickets opened sn requested category category pc sub cat hardware peripheral single summary room assignment summary room assignment summary room belfast assignment belfast summary room manila assignment assignee owner summary room assignment assignee owner microsecond summary room assignment assignee owner microsecond summary room assignment assignee owner summary room singapore assignment assignee owner singapore summary room shanghai assignment assignee owner shanghai thanks kind regards,Hardware,Miscellaneous,0.9897084832191468,False
poll flow full status down poll flow full status down poll output partition flow over threshold,Miscellaneous,Storage,0.9894355535507202,False
audit access cards july pm re available available care se va care ca ca available si available date va available july available va ne care la ca va analyst ext hub,Access,Hardware,0.9889967441558838,False
update for windows fails to install sent tuesday update for fails install hello encountered issue when trying check for updates for update was available for install but when trying install fails update error code update ran into problem displayed please check for pictures attached can you help please let know if you need more details thank you tester en,Hardware,Administrative rights,0.9889432191848756,False
outlook error sent tuesday july error hi getting following error message there problem with proxy server certificate certificate trusted certifying authority please find attached for more details could you please help solve issue thank you software tester en,Hardware,Administrative rights,0.9888291954994202,False
service now new service request non service friday february pm hello please create named possible create automatic routing then perfect other details please let thank ext,Access,Miscellaneous,0.9884085059165956,False
